Airline,Date_of_Journey,Source,Destination,Dep_Time,Duration,Total_Stops,Additional_Info,Price,Arrival_Time
Alliance Air,2024-11-21,Mumbai,Delhi,20:32,5h 19m,1 stop,In-flight meal not included,10918,01:51
IndiGo,2025-08-29,Pune,Jaipur,22:20,2h 55m,1 stop,No check-in baggage included,5289,01:15
AirAsia,2025-06-18,Hyderabad,Chennai,22:40,8h 15m,2 stops,No check-in baggage included,14606,06:55
GoAir,2025-07-17,Jaipur,Bangalore,21:37,3h 2m,3 stops,In-flight meal not included,12320,00:39
GoAir,2025-08-29,Chennai,Kolkata,23:30,4h 1m,non-stop,In-flight meal not included,4939,03:31
AirAsia,2025-08-26,Hyderabad,Delhi,18:30,9h 12m,2 stops,No check-in baggage included,8724,03:42
GoAir,2024-09-09,Pune,Jaipur,11:42,4h 53m,2 stops,No check-in baggage included,4467,16:35
Air India,2025-03-01,Jaipur,Chennai,01:47,6h 11m,2 stops,No Info,12662,07:58
Air India,2024-10-04,Chennai,Hyderabad,20:13,6h 44m,2 stops,No check-in baggage included,4164,02:57
AirAsia,2025-01-08,Pune,Chennai,14:35,5h 43m,2 stops,In-flight meal not included,6556,20:18
AirAsia,2025-02-13,Hyderabad,Mumbai,18:10,8h 40m,non-stop,No Info,8915,02:50
IndiGo,2025-06-14,Delhi,Jaipur,13:00,5h 43m,non-stop,No check-in baggage included,9128,18:43
AirAsia,2025-02-05,Bangalore,Kolkata,16:01,3h 28m,2 stops,No check-in baggage included,9676,19:29
AirAsia,2024-12-26,Pune,Bangalore,15:38,8h 48m,2 stops,No Info,3577,00:26
AirAsia,2025-03-11,Hyderabad,Jaipur,07:18,7h 15m,3 stops,No check-in baggage included,12684,14:33
Vistara,2025-08-01,Pune,Delhi,19:16,1h 35m,1 stop,No check-in baggage included,5037,20:51
Vistara,2025-01-29,Kolkata,Pune,10:02,5h 56m,1 stop,No Info,5586,15:58
AirAsia,2024-09-18,Chennai,Hyderabad,18:33,6h 13m,2 stops,No Info,14016,00:46
AirAsia,2025-05-19,Hyderabad,Bangalore,13:26,6h 19m,2 stops,No Info,9730,19:45
IndiGo,2024-12-28,Kolkata,Jaipur,20:38,3h 18m,2 stops,In-flight meal not included,3014,23:56
GoAir,2024-12-25,Pune,Mumbai,10:20,3h 36m,2 stops,In-flight meal not included,8256,13:56
Alliance Air,2025-01-15,Delhi,Jaipur,01:13,5h 45m,3 stops,In-flight meal not included,14415,06:58
SpiceJet,2025-03-08,Chennai,Jaipur,04:27,9h 34m,2 stops,In-flight meal not included,4052,14:01
AirAsia,2025-05-13,Hyderabad,Pune,05:39,8h 43m,1 stop,No Info,13669,14:22
SpiceJet,2025-03-21,Kolkata,Pune,20:14,9h 7m,1 stop,No Info,6329,05:21
Vistara,2025-05-18,Bangalore,Jaipur,14:45,1h 29m,2 stops,No Info,3706,16:14
IndiGo,2025-03-21,Hyderabad,Jaipur,20:46,2h 15m,2 stops,No check-in baggage included,13869,23:01
Vistara,2025-07-20,Hyderabad,Chennai,13:46,4h 15m,1 stop,No Info,8814,18:01
Alliance Air,2024-12-17,Delhi,Jaipur,07:59,3h 2m,2 stops,No check-in baggage included,6193,11:01
GoAir,2025-01-27,Delhi,Kolkata,23:51,5h 34m,1 stop,No check-in baggage included,12493,05:25
GoAir,2025-07-15,Bangalore,Mumbai,09:00,6h 9m,2 stops,No Info,10799,15:09
SpiceJet,2024-10-26,Bangalore,Pune,16:41,2h 5m,non-stop,In-flight meal not included,12037,18:46
IndiGo,2024-12-24,Pune,Hyderabad,17:18,9h 38m,non-stop,No Info,4945,02:56
Air India,2025-01-30,Pune,Hyderabad,21:11,4h 17m,2 stops,In-flight meal not included,11517,01:28
Air India,2025-05-14,Hyderabad,Delhi,10:30,8h 33m,1 stop,No check-in baggage included,4311,19:03
IndiGo,2024-09-24,Jaipur,Kolkata,11:52,6h 50m,3 stops,No Info,9783,18:42
IndiGo,2024-12-10,Bangalore,Delhi,19:49,4h 18m,non-stop,No Info,6478,00:07
AirAsia,2025-02-27,Delhi,Kolkata,11:40,8h 59m,2 stops,No check-in baggage included,9634,20:39
SpiceJet,2025-08-31,Kolkata,Jaipur,06:54,8h 24m,2 stops,No Info,14966,15:18
Vistara,2025-07-09,Hyderabad,Delhi,06:57,6h 49m,non-stop,In-flight meal not included,6224,13:46
SpiceJet,2024-12-08,Bangalore,Jaipur,20:06,5h 53m,3 stops,No Info,4405,01:59
IndiGo,2024-11-19,Mumbai,Chennai,22:06,4h 43m,3 stops,No check-in baggage included,4920,02:49
Air India,2024-10-20,Bangalore,Chennai,17:46,7h 29m,1 stop,In-flight meal not included,10923,01:15
AirAsia,2024-11-02,Jaipur,Delhi,01:25,8h 33m,2 stops,In-flight meal not included,4266,09:58
Alliance Air,2025-02-16,Hyderabad,Chennai,13:56,9h 6m,2 stops,In-flight meal not included,7635,23:02
Vistara,2024-11-12,Chennai,Hyderabad,04:23,9h 20m,2 stops,No Info,9252,13:43
Air India,2025-05-06,Chennai,Hyderabad,21:01,7h 6m,3 stops,No check-in baggage included,6670,04:07
Vistara,2024-12-05,Delhi,Pune,15:00,2h 36m,2 stops,No Info,13503,17:36
Air India,2025-01-26,Jaipur,Hyderabad,20:43,8h 40m,non-stop,In-flight meal not included,4446,05:23
AirAsia,2024-10-24,Jaipur,Pune,11:52,6h 29m,non-stop,No check-in baggage included,4001,18:21
AirAsia,2025-02-04,Mumbai,Hyderabad,20:17,5h 52m,3 stops,No Info,8416,02:09
Alliance Air,2025-06-14,Hyderabad,Pune,07:39,1h 40m,2 stops,In-flight meal not included,8918,09:19
Alliance Air,2025-02-17,Pune,Delhi,00:11,4h 27m,non-stop,In-flight meal not included,2569,04:38
SpiceJet,2024-11-15,Kolkata,Jaipur,06:46,8h 0m,1 stop,No check-in baggage included,8644,14:46
AirAsia,2025-02-05,Kolkata,Hyderabad,04:59,1h 4m,non-stop,No Info,7051,06:03
AirAsia,2025-03-17,Hyderabad,Pune,01:07,5h 45m,3 stops,In-flight meal not included,2147,06:52
Air India,2025-07-21,Kolkata,Bangalore,18:40,2h 11m,2 stops,No Info,9335,20:51
Alliance Air,2024-10-05,Bangalore,Mumbai,05:46,5h 16m,1 stop,No Info,10375,11:02
Air India,2025-05-28,Pune,Mumbai,07:33,7h 57m,non-stop,In-flight meal not included,11560,15:30
AirAsia,2025-08-06,Mumbai,Kolkata,18:40,3h 57m,2 stops,No check-in baggage included,12468,22:37
SpiceJet,2024-12-12,Jaipur,Pune,20:12,2h 45m,2 stops,No check-in baggage included,13105,22:57
SpiceJet,2025-07-16,Kolkata,Pune,09:22,7h 14m,2 stops,No Info,12498,16:36
IndiGo,2025-05-25,Jaipur,Mumbai,19:18,5h 4m,non-stop,No check-in baggage included,6571,00:22
SpiceJet,2024-12-29,Hyderabad,Chennai,02:08,9h 34m,3 stops,No Info,14517,11:42
SpiceJet,2025-02-11,Chennai,Hyderabad,22:49,7h 42m,1 stop,No check-in baggage included,2924,06:31
IndiGo,2024-12-25,Kolkata,Mumbai,18:11,3h 50m,2 stops,No check-in baggage included,8315,22:01
Alliance Air,2024-12-03,Jaipur,Mumbai,14:20,6h 46m,2 stops,No check-in baggage included,13858,21:06
IndiGo,2025-04-23,Jaipur,Bangalore,07:20,2h 59m,non-stop,No Info,5510,10:19
Vistara,2025-04-21,Mumbai,Bangalore,13:35,6h 3m,non-stop,In-flight meal not included,4554,19:38
Alliance Air,2024-11-21,Jaipur,Hyderabad,12:14,4h 12m,1 stop,No Info,13477,16:26
IndiGo,2024-12-11,Jaipur,Mumbai,08:52,6h 21m,non-stop,No check-in baggage included,7410,15:13
IndiGo,2025-06-19,Delhi,Pune,18:31,1h 17m,3 stops,In-flight meal not included,7908,19:48
Vistara,2024-09-02,Delhi,Pune,19:54,8h 56m,2 stops,No check-in baggage included,2135,04:50
Vistara,2024-12-22,Bangalore,Delhi,03:50,4h 50m,non-stop,In-flight meal not included,13523,08:40
AirAsia,2025-07-24,Jaipur,Hyderabad,18:32,4h 11m,2 stops,No Info,9207,22:43
SpiceJet,2025-06-17,Pune,Kolkata,22:35,3h 59m,3 stops,In-flight meal not included,2237,02:34
Air India,2024-11-26,Kolkata,Mumbai,21:11,2h 41m,1 stop,No Info,3506,23:52
IndiGo,2025-01-17,Delhi,Chennai,05:39,9h 51m,3 stops,In-flight meal not included,14500,15:30
GoAir,2025-03-17,Pune,Bangalore,01:47,7h 27m,1 stop,No check-in baggage included,8762,09:14
Vistara,2024-10-02,Chennai,Pune,10:58,6h 26m,3 stops,In-flight meal not included,11300,17:24
AirAsia,2024-12-18,Bangalore,Jaipur,03:19,6h 54m,1 stop,No Info,5075,10:13
GoAir,2024-12-24,Mumbai,Pune,08:01,4h 2m,3 stops,No Info,8148,12:03
IndiGo,2024-12-08,Kolkata,Chennai,04:16,1h 5m,1 stop,No check-in baggage included,14070,05:21
AirAsia,2024-12-10,Delhi,Jaipur,09:40,3h 8m,3 stops,No Info,2031,12:48
Alliance Air,2025-07-12,Delhi,Kolkata,15:12,6h 34m,non-stop,In-flight meal not included,5780,21:46
AirAsia,2025-02-08,Kolkata,Bangalore,14:53,7h 13m,1 stop,In-flight meal not included,13217,22:06
Alliance Air,2025-05-10,Pune,Hyderabad,04:48,3h 58m,2 stops,No check-in baggage included,12781,08:46
Vistara,2025-02-15,Chennai,Jaipur,16:53,1h 47m,1 stop,In-flight meal not included,3739,18:40
Alliance Air,2025-05-31,Hyderabad,Mumbai,01:43,4h 6m,1 stop,No check-in baggage included,7932,05:49
SpiceJet,2024-12-14,Jaipur,Delhi,07:26,6h 57m,2 stops,In-flight meal not included,2565,14:23
Air India,2025-07-16,Pune,Jaipur,07:10,6h 7m,3 stops,In-flight meal not included,7102,13:17
IndiGo,2025-01-13,Mumbai,Bangalore,23:56,5h 9m,2 stops,No Info,6816,05:05
Vistara,2024-09-19,Kolkata,Delhi,11:02,3h 0m,non-stop,No check-in baggage included,2570,14:02
Alliance Air,2025-05-07,Chennai,Delhi,21:09,9h 25m,1 stop,No check-in baggage included,14533,06:34
GoAir,2025-03-30,Delhi,Bangalore,01:09,9h 1m,1 stop,In-flight meal not included,4027,10:10
Alliance Air,2024-10-31,Kolkata,Delhi,07:55,4h 31m,3 stops,In-flight meal not included,11464,12:26
Vistara,2025-06-03,Bangalore,Delhi,06:39,3h 54m,non-stop,No check-in baggage included,9180,10:33
Alliance Air,2025-01-19,Kolkata,Jaipur,18:31,8h 43m,1 stop,In-flight meal not included,13159,03:14
Air India,2024-09-20,Delhi,Hyderabad,04:07,6h 22m,1 stop,No check-in baggage included,14700,10:29
IndiGo,2024-12-11,Chennai,Delhi,21:29,8h 2m,non-stop,No Info,3725,05:31
Alliance Air,2025-03-30,Delhi,Bangalore,18:15,4h 48m,non-stop,In-flight meal not included,8168,23:03
GoAir,2024-12-15,Delhi,Pune,13:53,9h 53m,non-stop,No check-in baggage included,11628,23:46
Vistara,2025-05-22,Hyderabad,Jaipur,03:27,8h 46m,2 stops,No Info,14064,12:13
Vistara,2025-05-21,Delhi,Kolkata,05:37,8h 52m,non-stop,In-flight meal not included,3818,14:29
Air India,2025-08-22,Delhi,Jaipur,11:20,5h 2m,1 stop,No Info,13348,16:22
Air India,2024-09-17,Delhi,Jaipur,16:45,1h 2m,non-stop,In-flight meal not included,14704,17:47
AirAsia,2025-02-25,Pune,Jaipur,06:34,7h 4m,3 stops,No check-in baggage included,4567,13:38
SpiceJet,2025-07-26,Chennai,Mumbai,23:29,2h 47m,non-stop,No check-in baggage included,10512,02:16
Air India,2024-10-17,Pune,Delhi,17:24,9h 52m,3 stops,No Info,3297,03:16
IndiGo,2025-01-29,Jaipur,Delhi,14:00,4h 11m,2 stops,No check-in baggage included,9335,18:11
Alliance Air,2025-02-22,Chennai,Delhi,10:32,8h 52m,1 stop,No check-in baggage included,4224,19:24
Air India,2024-10-01,Hyderabad,Chennai,05:57,1h 30m,3 stops,In-flight meal not included,9301,07:27
Air India,2025-03-05,Delhi,Jaipur,12:44,6h 28m,non-stop,In-flight meal not included,3235,19:12
AirAsia,2025-05-25,Pune,Kolkata,02:27,4h 51m,2 stops,No Info,7020,07:18
Alliance Air,2024-12-18,Jaipur,Bangalore,04:23,9h 53m,non-stop,No check-in baggage included,2956,14:16
Air India,2025-06-23,Delhi,Pune,11:10,7h 59m,3 stops,In-flight meal not included,2734,19:09
Alliance Air,2025-07-16,Kolkata,Mumbai,05:21,8h 7m,non-stop,No Info,5837,13:28
SpiceJet,2025-03-23,Pune,Mumbai,16:40,7h 19m,1 stop,No check-in baggage included,7815,23:59
Air India,2025-01-27,Mumbai,Hyderabad,18:55,4h 42m,2 stops,No check-in baggage included,5395,23:37
Alliance Air,2025-04-12,Jaipur,Pune,00:19,4h 37m,1 stop,In-flight meal not included,10428,04:56
Alliance Air,2024-10-09,Kolkata,Chennai,19:19,8h 27m,2 stops,No Info,10412,03:46
Alliance Air,2025-06-21,Jaipur,Kolkata,11:10,7h 30m,non-stop,No check-in baggage included,2195,18:40
AirAsia,2025-05-22,Mumbai,Kolkata,17:52,5h 8m,1 stop,In-flight meal not included,11171,23:00
IndiGo,2025-05-27,Bangalore,Hyderabad,02:46,5h 28m,2 stops,No check-in baggage included,5968,08:14
Air India,2024-11-01,Jaipur,Hyderabad,11:13,9h 33m,3 stops,No check-in baggage included,12747,20:46
AirAsia,2025-06-26,Hyderabad,Mumbai,09:41,3h 33m,2 stops,No Info,9721,13:14
SpiceJet,2025-06-17,Hyderabad,Pune,18:36,4h 2m,non-stop,In-flight meal not included,12236,22:38
Vistara,2025-03-06,Chennai,Pune,15:40,2h 20m,non-stop,No Info,10292,18:00
AirAsia,2025-03-12,Mumbai,Kolkata,20:04,5h 5m,3 stops,No check-in baggage included,14589,01:09
Alliance Air,2025-08-19,Jaipur,Bangalore,23:47,9h 45m,2 stops,No check-in baggage included,10778,09:32
SpiceJet,2025-08-09,Pune,Delhi,09:12,5h 8m,1 stop,No Info,6527,14:20
Alliance Air,2025-06-18,Hyderabad,Mumbai,04:16,3h 38m,2 stops,No check-in baggage included,2661,07:54
Vistara,2025-01-12,Jaipur,Hyderabad,15:39,4h 37m,2 stops,No check-in baggage included,13382,20:16
AirAsia,2025-04-04,Pune,Chennai,20:57,2h 14m,1 stop,In-flight meal not included,10892,23:11
IndiGo,2024-10-02,Bangalore,Mumbai,15:47,7h 58m,non-stop,No check-in baggage included,14999,23:45
Vistara,2024-12-13,Chennai,Kolkata,01:26,2h 1m,1 stop,No check-in baggage included,13903,03:27
IndiGo,2024-10-10,Mumbai,Jaipur,01:00,3h 36m,2 stops,No Info,6522,04:36
Air India,2025-01-22,Kolkata,Bangalore,20:29,3h 23m,non-stop,No check-in baggage included,4239,23:52
Air India,2024-09-24,Pune,Jaipur,21:18,2h 54m,2 stops,No check-in baggage included,8220,00:12
IndiGo,2024-11-04,Kolkata,Pune,15:30,5h 46m,non-stop,No check-in baggage included,8179,21:16
AirAsia,2025-05-07,Pune,Bangalore,03:43,3h 36m,3 stops,No check-in baggage included,2594,07:19
GoAir,2024-12-09,Jaipur,Pune,14:34,7h 47m,3 stops,In-flight meal not included,13325,22:21
Vistara,2025-03-12,Jaipur,Bangalore,11:05,5h 44m,non-stop,No Info,10041,16:49
Vistara,2024-12-02,Jaipur,Pune,02:57,7h 10m,1 stop,In-flight meal not included,11254,10:07
AirAsia,2025-05-15,Delhi,Hyderabad,12:02,3h 59m,3 stops,No check-in baggage included,13546,16:01
IndiGo,2024-09-02,Hyderabad,Kolkata,11:55,1h 40m,1 stop,In-flight meal not included,10987,13:35
IndiGo,2025-07-29,Bangalore,Kolkata,03:04,3h 16m,3 stops,No Info,9237,06:20
Vistara,2024-10-26,Pune,Delhi,20:04,3h 34m,1 stop,No check-in baggage included,4363,23:38
Air India,2025-08-07,Jaipur,Bangalore,18:50,5h 15m,1 stop,In-flight meal not included,10992,00:05
Air India,2025-08-09,Pune,Mumbai,07:11,8h 53m,non-stop,In-flight meal not included,12480,16:04
Alliance Air,2025-02-12,Chennai,Mumbai,21:54,1h 37m,1 stop,No Info,6196,23:31
IndiGo,2024-11-10,Hyderabad,Delhi,04:18,6h 40m,non-stop,No Info,13964,10:58
SpiceJet,2025-03-24,Delhi,Chennai,09:58,2h 4m,1 stop,No check-in baggage included,10869,12:02
AirAsia,2024-11-18,Bangalore,Chennai,00:50,7h 44m,2 stops,No Info,8506,08:34
GoAir,2025-06-09,Jaipur,Kolkata,18:08,6h 20m,2 stops,No check-in baggage included,11816,00:28
IndiGo,2025-03-04,Hyderabad,Mumbai,03:06,7h 18m,3 stops,No Info,4192,10:24
Vistara,2024-09-08,Mumbai,Kolkata,10:49,5h 50m,3 stops,No check-in baggage included,9460,16:39
Vistara,2025-04-26,Pune,Chennai,19:14,4h 21m,3 stops,No check-in baggage included,11526,23:35
Alliance Air,2025-05-23,Jaipur,Chennai,03:15,2h 37m,1 stop,In-flight meal not included,5671,05:52
SpiceJet,2025-07-29,Pune,Hyderabad,05:23,9h 46m,1 stop,No check-in baggage included,13462,15:09
IndiGo,2025-02-19,Hyderabad,Mumbai,20:24,5h 27m,2 stops,In-flight meal not included,9897,01:51
SpiceJet,2024-11-23,Pune,Mumbai,05:21,5h 45m,non-stop,In-flight meal not included,2374,11:06
GoAir,2025-01-04,Jaipur,Mumbai,08:12,8h 10m,2 stops,No Info,4632,16:22
AirAsia,2024-10-29,Chennai,Jaipur,04:06,2h 57m,non-stop,No Info,3432,07:03
Air India,2024-10-23,Hyderabad,Bangalore,09:08,6h 43m,non-stop,In-flight meal not included,14991,15:51
GoAir,2025-01-23,Mumbai,Kolkata,19:56,2h 54m,2 stops,No Info,14193,22:50
IndiGo,2025-04-13,Mumbai,Delhi,07:03,3h 44m,2 stops,No Info,8599,10:47
SpiceJet,2025-04-19,Hyderabad,Kolkata,23:36,4h 38m,2 stops,No Info,6756,04:14
Alliance Air,2025-01-30,Hyderabad,Kolkata,21:10,6h 45m,1 stop,No Info,10326,03:55
SpiceJet,2024-09-24,Pune,Chennai,00:50,7h 5m,1 stop,In-flight meal not included,3254,07:55
AirAsia,2025-03-30,Chennai,Pune,03:23,7h 18m,3 stops,No Info,4133,10:41
SpiceJet,2025-06-26,Chennai,Pune,07:46,9h 14m,non-stop,No Info,12173,17:00
Alliance Air,2024-10-14,Mumbai,Jaipur,00:42,5h 26m,3 stops,In-flight meal not included,13212,06:08
AirAsia,2024-12-08,Pune,Chennai,12:19,4h 58m,2 stops,No Info,3039,17:17
Vistara,2025-06-10,Delhi,Mumbai,16:25,3h 58m,3 stops,In-flight meal not included,3743,20:23
SpiceJet,2025-05-10,Pune,Hyderabad,13:53,1h 48m,1 stop,No check-in baggage included,5307,15:41
SpiceJet,2025-07-19,Jaipur,Bangalore,02:49,1h 27m,1 stop,In-flight meal not included,13628,04:16
Air India,2025-04-10,Hyderabad,Bangalore,14:31,8h 53m,3 stops,No Info,9217,23:24
Vistara,2025-06-17,Chennai,Kolkata,04:01,1h 22m,3 stops,No check-in baggage included,7263,05:23
AirAsia,2025-04-12,Mumbai,Kolkata,12:47,4h 51m,2 stops,No check-in baggage included,13544,17:38
Vistara,2025-08-26,Kolkata,Mumbai,15:48,2h 13m,1 stop,No check-in baggage included,9464,18:01
IndiGo,2024-11-08,Bangalore,Jaipur,21:36,8h 53m,2 stops,No Info,12216,06:29
Alliance Air,2024-12-01,Delhi,Kolkata,15:27,8h 35m,3 stops,In-flight meal not included,14491,00:02
AirAsia,2025-02-01,Pune,Chennai,16:06,6h 16m,non-stop,No check-in baggage included,8126,22:22
Alliance Air,2025-05-03,Delhi,Bangalore,02:06,9h 35m,2 stops,No check-in baggage included,10697,11:41
SpiceJet,2025-05-31,Mumbai,Hyderabad,20:52,1h 6m,2 stops,No Info,5767,21:58
Vistara,2024-11-28,Hyderabad,Delhi,11:27,6h 35m,3 stops,In-flight meal not included,6101,18:02
Air India,2024-10-21,Pune,Bangalore,20:17,6h 45m,3 stops,No Info,12090,03:02
Air India,2024-11-21,Hyderabad,Pune,03:54,3h 2m,1 stop,No Info,6814,06:56
GoAir,2024-10-02,Chennai,Bangalore,08:46,5h 39m,1 stop,No check-in baggage included,7520,14:25
Vistara,2025-08-30,Delhi,Chennai,18:51,9h 18m,non-stop,No check-in baggage included,4875,04:09
IndiGo,2024-12-24,Mumbai,Jaipur,03:54,5h 14m,non-stop,No Info,3399,09:08
IndiGo,2024-11-11,Mumbai,Delhi,02:56,8h 55m,2 stops,No Info,2282,11:51
AirAsia,2024-11-02,Delhi,Chennai,03:05,4h 19m,3 stops,No Info,13747,07:24
Air India,2025-04-24,Pune,Jaipur,13:27,2h 21m,2 stops,No Info,3171,15:48
Alliance Air,2025-05-17,Kolkata,Mumbai,14:02,7h 46m,2 stops,No Info,10682,21:48
Air India,2024-11-28,Bangalore,Delhi,02:46,2h 33m,2 stops,No check-in baggage included,6302,05:19
AirAsia,2025-02-23,Mumbai,Kolkata,11:55,9h 12m,1 stop,No check-in baggage included,2070,21:07
AirAsia,2024-10-25,Hyderabad,Kolkata,04:03,3h 11m,3 stops,In-flight meal not included,11200,07:14
GoAir,2025-01-04,Kolkata,Mumbai,09:09,9h 37m,2 stops,No check-in baggage included,6074,18:46
SpiceJet,2025-05-13,Jaipur,Delhi,09:22,2h 49m,non-stop,No check-in baggage included,13797,12:11
AirAsia,2025-02-16,Kolkata,Chennai,17:33,1h 36m,non-stop,No check-in baggage included,7827,19:09
IndiGo,2024-10-12,Delhi,Hyderabad,14:28,4h 18m,1 stop,No Info,10801,18:46
Vistara,2024-12-16,Chennai,Bangalore,21:44,4h 32m,1 stop,In-flight meal not included,4395,02:16
IndiGo,2024-11-01,Chennai,Jaipur,16:11,3h 14m,3 stops,No check-in baggage included,6290,19:25
Air India,2025-07-28,Mumbai,Chennai,12:20,3h 37m,2 stops,No Info,11202,15:57
IndiGo,2025-06-30,Pune,Kolkata,08:49,7h 55m,1 stop,No check-in baggage included,6810,16:44
Air India,2024-09-03,Bangalore,Delhi,01:29,3h 53m,non-stop,No check-in baggage included,10189,05:22
SpiceJet,2024-10-15,Mumbai,Hyderabad,22:36,9h 56m,2 stops,No Info,10403,08:32
Air India,2025-04-10,Pune,Delhi,22:06,4h 58m,3 stops,No Info,12375,03:04
AirAsia,2025-05-22,Mumbai,Delhi,15:14,9h 3m,3 stops,In-flight meal not included,4337,00:17
Alliance Air,2025-03-08,Kolkata,Jaipur,13:40,1h 39m,2 stops,In-flight meal not included,12541,15:19
SpiceJet,2025-05-20,Mumbai,Delhi,20:30,8h 48m,non-stop,No check-in baggage included,4366,05:18
SpiceJet,2025-05-01,Kolkata,Delhi,23:27,5h 36m,1 stop,No Info,4863,05:03
GoAir,2024-10-25,Kolkata,Mumbai,02:19,3h 27m,1 stop,In-flight meal not included,14036,05:46
Vistara,2025-08-17,Jaipur,Delhi,00:15,2h 57m,non-stop,No Info,2867,03:12
AirAsia,2025-06-25,Hyderabad,Bangalore,23:40,9h 59m,non-stop,In-flight meal not included,5636,09:39
Vistara,2025-08-31,Chennai,Jaipur,11:52,1h 26m,2 stops,No check-in baggage included,11310,13:18
Vistara,2025-07-30,Mumbai,Pune,13:50,8h 39m,non-stop,In-flight meal not included,4687,22:29
SpiceJet,2025-03-18,Jaipur,Kolkata,02:47,3h 27m,3 stops,No Info,7616,06:14
AirAsia,2024-09-27,Kolkata,Bangalore,00:20,2h 22m,non-stop,No Info,10652,02:42
Alliance Air,2025-06-08,Pune,Jaipur,17:16,7h 59m,2 stops,In-flight meal not included,5470,01:15
SpiceJet,2025-04-30,Delhi,Bangalore,19:07,3h 37m,1 stop,No check-in baggage included,12418,22:44
Air India,2024-11-14,Delhi,Jaipur,13:30,6h 22m,1 stop,No check-in baggage included,3914,19:52
GoAir,2025-08-29,Jaipur,Chennai,14:18,1h 37m,2 stops,In-flight meal not included,5676,15:55
GoAir,2025-04-20,Delhi,Chennai,11:54,6h 36m,non-stop,In-flight meal not included,7266,18:30
Air India,2025-05-08,Pune,Kolkata,10:24,1h 40m,2 stops,In-flight meal not included,8047,12:04
SpiceJet,2025-03-15,Chennai,Jaipur,19:58,3h 43m,3 stops,In-flight meal not included,13454,23:41
GoAir,2024-11-27,Hyderabad,Chennai,03:33,1h 45m,1 stop,No Info,10925,05:18
Vistara,2025-06-29,Chennai,Pune,22:42,6h 51m,1 stop,No check-in baggage included,3922,05:33
SpiceJet,2025-03-29,Jaipur,Chennai,15:56,8h 35m,non-stop,No Info,7374,00:31
Alliance Air,2025-06-21,Jaipur,Pune,21:50,4h 50m,1 stop,No Info,5389,02:40
Vistara,2025-05-24,Mumbai,Hyderabad,17:34,6h 19m,non-stop,No Info,9430,23:53
Air India,2025-08-21,Kolkata,Bangalore,07:41,4h 22m,non-stop,No check-in baggage included,5371,12:03
Air India,2025-07-21,Delhi,Jaipur,07:22,1h 3m,non-stop,No Info,3290,08:25
Alliance Air,2024-09-15,Kolkata,Bangalore,01:00,2h 53m,3 stops,In-flight meal not included,12185,03:53
Vistara,2024-09-13,Mumbai,Bangalore,15:39,7h 38m,2 stops,No check-in baggage included,13841,23:17
IndiGo,2025-08-19,Jaipur,Kolkata,12:14,3h 45m,non-stop,No Info,13791,15:59
GoAir,2024-10-04,Chennai,Bangalore,08:47,5h 29m,3 stops,No check-in baggage included,12029,14:16
Vistara,2025-02-02,Chennai,Pune,04:05,2h 51m,1 stop,No Info,2708,06:56
Alliance Air,2025-08-19,Bangalore,Hyderabad,22:39,6h 36m,2 stops,No Info,9062,05:15
Vistara,2025-01-15,Bangalore,Pune,15:58,2h 46m,2 stops,No Info,13743,18:44
AirAsia,2025-04-19,Jaipur,Mumbai,11:59,9h 25m,non-stop,In-flight meal not included,11081,21:24
Vistara,2025-01-29,Mumbai,Jaipur,18:43,7h 56m,3 stops,No check-in baggage included,4828,02:39
Alliance Air,2025-05-31,Mumbai,Hyderabad,23:45,4h 15m,2 stops,No Info,3057,04:00
Alliance Air,2025-03-10,Mumbai,Delhi,05:19,2h 33m,1 stop,No Info,14223,07:52
IndiGo,2024-11-09,Delhi,Pune,19:10,9h 41m,3 stops,No check-in baggage included,7673,04:51
Air India,2024-09-22,Chennai,Delhi,00:41,7h 52m,1 stop,No check-in baggage included,7142,08:33
