City,Advisory_Date,Advisory_Level,Reason,Affected_Routes,Additional_Info,Validity
Chennai,2024-10-07,High,Political unrest,Pune to Hyderabad,Monitor local news,3 days
Chennai,2025-01-13,High,Security concerns,Kolkata to Hyderabad,Check with airlines,3 days
Hyderabad,2025-03-06,High,Weather,Pune to Bangalore,No Info,1 week
Pune,2025-07-24,Severe,Infrastructure issues,Hyderabad to Kolkata,Check with airlines,1 day
Jaipur,2025-08-12,High,Weather,Jaipur to Mumbai,Monitor local news,3 days
Bangalore,2024-11-19,Low,Security concerns,Hyderabad to Chennai,Follow local guidelines,1 day
Pune,2025-08-06,High,Security concerns,Delhi to Kolkata,No Info,1 day
Mumbai,2024-11-30,Severe,Weather,Mumbai to Delhi,Check with airlines,3 days
Hyderabad,2025-08-02,High,Health advisory,Pune to Mumbai,Follow local guidelines,3 days
Jaipur,2025-08-31,Moderate,Security concerns,Hyderabad to Kolkata,Check with airlines,1 week
Mumbai,2025-05-22,High,Health advisory,Delhi to Mumbai,Avoid non-essential travel,1 week
Delhi,2025-07-01,High,Weather,Hyderabad to Pune,Follow local guidelines,Indefinite
Hyderabad,2025-04-09,Moderate,Weather,Chennai to Kolkata,No Info,1 week
Mumbai,2025-04-10,Moderate,Security concerns,Chennai to Jaipur,No Info,Indefinite
Bangalore,2025-03-15,Severe,Political unrest,Pune to Kolkata,No Info,Indefinite
Kolkata,2024-11-07,Severe,Health advisory,Mumbai to Jaipur,No Info,1 week
Mumbai,2025-03-18,High,Weather,Hyderabad to Delhi,Avoid non-essential travel,1 day
Jaipur,2024-09-02,Severe,Weather,Pune to Bangalore,Monitor local news,1 week
Hyderabad,2024-12-07,Severe,Weather,Mumbai to Pune,Follow local guidelines,3 days
Mumbai,2025-08-30,Moderate,Political unrest,Hyderabad to Delhi,Check with airlines,1 day
Delhi,2025-05-14,High,Weather,Delhi to Kolkata,Check with airlines,Indefinite
Bangalore,2025-03-30,High,Security concerns,Jaipur to Chennai,Check with airlines,1 week
Pune,2025-04-02,Moderate,Infrastructure issues,Pune to Jaipur,Check with airlines,Indefinite
Delhi,2024-09-01,Moderate,Political unrest,Kolkata to Pune,Check with airlines,1 week
Kolkata,2024-11-20,Severe,Infrastructure issues,Kolkata to Delhi,Check with airlines,3 days
Bangalore,2025-04-24,Moderate,Health advisory,Pune to Bangalore,Avoid non-essential travel,Indefinite
Hyderabad,2025-01-31,Severe,Health advisory,Bangalore to Pune,Avoid non-essential travel,Indefinite
Hyderabad,2024-09-25,High,Infrastructure issues,Jaipur to Mumbai,Monitor local news,1 day
Mumbai,2024-10-13,High,Health advisory,Pune to Hyderabad,Avoid non-essential travel,1 week
Mumbai,2025-08-28,Severe,Health advisory,Hyderabad to Bangalore,Check with airlines,1 week
Delhi,2025-07-23,High,Political unrest,Pune to Delhi,Monitor local news,Indefinite
Jaipur,2025-05-15,Moderate,Health advisory,Kolkata to Hyderabad,Avoid non-essential travel,3 days
Bangalore,2024-10-14,Low,Infrastructure issues,Pune to Jaipur,Avoid non-essential travel,1 week
Chennai,2025-05-18,Severe,Health advisory,Mumbai to Bangalore,Avoid non-essential travel,1 week
Mumbai,2025-07-03,Low,Infrastructure issues,Jaipur to Pune,No Info,Indefinite
Bangalore,2025-07-14,Moderate,Political unrest,Bangalore to Pune,No Info,Indefinite
Chennai,2024-11-18,Low,Political unrest,Delhi to Bangalore,Avoid non-essential travel,1 week
Jaipur,2025-08-08,Severe,Infrastructure issues,Pune to Mumbai,Avoid non-essential travel,1 week
Kolkata,2024-11-08,High,Weather,Pune to Chennai,Follow local guidelines,3 days
Bangalore,2025-05-18,High,Infrastructure issues,Delhi to Kolkata,Check with airlines,1 day
Bangalore,2024-11-17,Low,Weather,Delhi to Kolkata,Check with airlines,1 day
Chennai,2024-11-10,Severe,Weather,Kolkata to Pune,Avoid non-essential travel,3 days
Mumbai,2025-05-26,Low,Political unrest,Mumbai to Pune,Follow local guidelines,1 week
Kolkata,2025-06-17,Moderate,Health advisory,Bangalore to Mumbai,Follow local guidelines,Indefinite
Chennai,2025-01-31,Moderate,Health advisory,Bangalore to Hyderabad,Avoid non-essential travel,1 week
Pune,2025-08-23,High,Weather,Bangalore to Kolkata,Check with airlines,3 days
Chennai,2024-11-04,Severe,Political unrest,Pune to Chennai,Follow local guidelines,3 days
Hyderabad,2024-12-25,Severe,Political unrest,Delhi to Chennai,Check with airlines,3 days
Kolkata,2025-02-08,Severe,Political unrest,Jaipur to Chennai,No Info,1 week
Kolkata,2025-08-29,High,Security concerns,Bangalore to Hyderabad,Monitor local news,1 week
Delhi,2025-08-07,Moderate,Security concerns,Hyderabad to Kolkata,No Info,Indefinite
Hyderabad,2024-09-05,Moderate,Security concerns,Kolkata to Bangalore,Follow local guidelines,1 day
Bangalore,2024-11-16,Low,Infrastructure issues,Hyderabad to Chennai,Follow local guidelines,1 week
Pune,2025-02-15,Severe,Security concerns,Mumbai to Kolkata,Check with airlines,Indefinite
Kolkata,2025-02-24,High,Health advisory,Mumbai to Hyderabad,Avoid non-essential travel,1 day
Delhi,2024-10-25,High,Weather,Bangalore to Delhi,Check with airlines,Indefinite
Delhi,2024-09-30,Severe,Political unrest,Hyderabad to Mumbai,Monitor local news,3 days
Kolkata,2025-02-27,High,Infrastructure issues,Bangalore to Hyderabad,Check with airlines,1 week
Kolkata,2024-10-19,Low,Health advisory,Bangalore to Hyderabad,Avoid non-essential travel,3 days
Bangalore,2025-05-10,High,Political unrest,Jaipur to Hyderabad,Monitor local news,3 days
Mumbai,2025-07-01,Low,Security concerns,Delhi to Bangalore,No Info,3 days
Jaipur,2024-09-19,Moderate,Health advisory,Hyderabad to Chennai,No Info,Indefinite
Mumbai,2025-01-28,Low,Weather,Hyderabad to Kolkata,No Info,3 days
Kolkata,2025-05-28,Moderate,Political unrest,Delhi to Pune,Check with airlines,1 week
Jaipur,2025-08-30,Low,Weather,Delhi to Kolkata,Follow local guidelines,1 week
Bangalore,2024-10-18,Moderate,Security concerns,Jaipur to Chennai,No Info,Indefinite
Pune,2025-08-19,Severe,Infrastructure issues,Bangalore to Pune,Follow local guidelines,1 week
Bangalore,2025-01-15,Severe,Security concerns,Pune to Hyderabad,Avoid non-essential travel,3 days
Hyderabad,2024-10-26,Moderate,Health advisory,Pune to Bangalore,Follow local guidelines,1 day
Kolkata,2025-03-07,Severe,Health advisory,Mumbai to Bangalore,Avoid non-essential travel,1 week
Delhi,2025-01-21,High,Health advisory,Kolkata to Hyderabad,No Info,1 day
Hyderabad,2024-11-10,Moderate,Political unrest,Bangalore to Jaipur,Monitor local news,3 days
Jaipur,2025-01-01,Moderate,Security concerns,Bangalore to Mumbai,Avoid non-essential travel,1 day
Hyderabad,2025-07-16,High,Infrastructure issues,Chennai to Kolkata,Monitor local news,3 days
Pune,2025-06-17,Low,Weather,Delhi to Jaipur,Check with airlines,3 days
Hyderabad,2024-12-17,Low,Weather,Chennai to Jaipur,Monitor local news,Indefinite
Bangalore,2024-12-08,High,Health advisory,Mumbai to Pune,Monitor local news,1 week
Pune,2025-06-28,High,Health advisory,Jaipur to Hyderabad,Follow local guidelines,1 day
Chennai,2024-11-18,High,Security concerns,Mumbai to Jaipur,Monitor local news,1 week
Hyderabad,2025-06-13,High,Political unrest,Jaipur to Hyderabad,Monitor local news,1 week
Chennai,2024-10-30,High,Political unrest,Jaipur to Hyderabad,Avoid non-essential travel,Indefinite
Mumbai,2025-06-14,Moderate,Health advisory,Mumbai to Pune,No Info,1 week
Mumbai,2025-04-22,Severe,Political unrest,Hyderabad to Bangalore,No Info,Indefinite
Hyderabad,2024-09-30,Severe,Weather,Delhi to Chennai,Check with airlines,Indefinite
Jaipur,2024-10-12,Low,Health advisory,Pune to Hyderabad,Avoid non-essential travel,1 week
Chennai,2025-03-11,Low,Political unrest,Chennai to Bangalore,No Info,1 week
Pune,2025-02-17,Moderate,Security concerns,Bangalore to Hyderabad,Avoid non-essential travel,3 days
Mumbai,2025-07-29,Low,Security concerns,Chennai to Kolkata,No Info,1 week
Kolkata,2025-05-18,Low,Health advisory,Pune to Hyderabad,No Info,3 days
Bangalore,2025-01-26,High,Weather,Mumbai to Kolkata,Avoid non-essential travel,1 day
Jaipur,2025-02-28,High,Infrastructure issues,Delhi to Chennai,No Info,Indefinite
Kolkata,2024-12-22,Severe,Health advisory,Kolkata to Bangalore,Avoid non-essential travel,3 days
Chennai,2025-03-08,Severe,Security concerns,Jaipur to Bangalore,Avoid non-essential travel,1 week
Kolkata,2025-07-29,Low,Health advisory,Bangalore to Chennai,Follow local guidelines,1 day
Chennai,2025-08-21,High,Security concerns,Delhi to Jaipur,Follow local guidelines,3 days
Bangalore,2025-01-31,Low,Political unrest,Jaipur to Bangalore,Follow local guidelines,Indefinite
Mumbai,2025-02-17,Severe,Health advisory,Chennai to Hyderabad,Avoid non-essential travel,Indefinite
Hyderabad,2025-06-11,High,Infrastructure issues,Jaipur to Hyderabad,Follow local guidelines,1 day
Hyderabad,2025-06-19,High,Weather,Kolkata to Delhi,No Info,1 day
Mumbai,2024-12-18,High,Health advisory,Mumbai to Pune,Check with airlines,3 days
Kolkata,2025-03-14,Low,Weather,Jaipur to Bangalore,No Info,Indefinite
Delhi,2025-04-15,High,Health advisory,Jaipur to Chennai,Follow local guidelines,3 days
Bangalore,2025-07-15,Low,Health advisory,Jaipur to Bangalore,No Info,3 days
Chennai,2025-04-13,Severe,Weather,Delhi to Kolkata,Monitor local news,1 week
Mumbai,2024-10-08,Severe,Health advisory,Kolkata to Mumbai,Monitor local news,Indefinite
Hyderabad,2024-09-17,Moderate,Political unrest,Hyderabad to Jaipur,Check with airlines,3 days
Pune,2025-02-13,Low,Political unrest,Bangalore to Mumbai,Monitor local news,Indefinite
Pune,2024-12-22,Moderate,Health advisory,Hyderabad to Jaipur,Monitor local news,Indefinite
Hyderabad,2025-01-19,High,Security concerns,Kolkata to Mumbai,Monitor local news,3 days
Bangalore,2025-05-15,Moderate,Security concerns,Bangalore to Kolkata,Follow local guidelines,1 day
Bangalore,2025-05-09,Severe,Security concerns,Jaipur to Kolkata,Check with airlines,1 week
Kolkata,2025-08-29,Severe,Weather,Kolkata to Chennai,No Info,1 day
Mumbai,2025-07-23,High,Infrastructure issues,Pune to Mumbai,No Info,3 days
Hyderabad,2024-09-01,Low,Weather,Pune to Bangalore,Follow local guidelines,Indefinite
Jaipur,2025-01-14,Moderate,Weather,Delhi to Jaipur,Check with airlines,1 week
Jaipur,2025-03-31,Severe,Health advisory,Chennai to Pune,Avoid non-essential travel,1 week
Bangalore,2024-11-01,Severe,Weather,Pune to Jaipur,Avoid non-essential travel,1 week
Bangalore,2025-03-23,High,Infrastructure issues,Jaipur to Pune,Avoid non-essential travel,Indefinite
Chennai,2024-12-21,High,Weather,Bangalore to Jaipur,Follow local guidelines,1 day
Mumbai,2025-03-28,Severe,Political unrest,Kolkata to Mumbai,Follow local guidelines,1 day
Hyderabad,2025-08-06,Moderate,Infrastructure issues,Kolkata to Delhi,No Info,3 days
Mumbai,2024-09-30,High,Weather,Delhi to Hyderabad,Avoid non-essential travel,1 day
Pune,2025-04-14,Severe,Political unrest,Delhi to Chennai,Follow local guidelines,3 days
Mumbai,2025-01-01,Low,Weather,Jaipur to Chennai,Monitor local news,1 week
Bangalore,2025-08-22,Severe,Health advisory,Kolkata to Mumbai,No Info,Indefinite
Hyderabad,2025-02-08,Low,Infrastructure issues,Bangalore to Chennai,Check with airlines,Indefinite
Kolkata,2025-04-04,High,Infrastructure issues,Mumbai to Jaipur,Follow local guidelines,3 days
Bangalore,2024-09-20,Low,Infrastructure issues,Hyderabad to Chennai,Check with airlines,3 days
Jaipur,2025-07-21,Severe,Weather,Chennai to Bangalore,No Info,1 week
Jaipur,2025-07-03,Low,Security concerns,Jaipur to Chennai,Follow local guidelines,1 day
Jaipur,2025-07-10,Moderate,Security concerns,Pune to Delhi,Follow local guidelines,3 days
Kolkata,2025-07-20,Severe,Security concerns,Chennai to Jaipur,No Info,1 week
Jaipur,2025-02-08,Moderate,Security concerns,Mumbai to Bangalore,No Info,Indefinite
Kolkata,2025-06-16,Moderate,Infrastructure issues,Mumbai to Hyderabad,Avoid non-essential travel,1 week
Jaipur,2025-04-19,High,Political unrest,Mumbai to Jaipur,Avoid non-essential travel,3 days
Bangalore,2025-08-28,Severe,Political unrest,Chennai to Jaipur,Check with airlines,1 day
Hyderabad,2024-12-03,Severe,Weather,Mumbai to Bangalore,Check with airlines,1 week
Hyderabad,2025-07-14,Moderate,Infrastructure issues,Hyderabad to Mumbai,No Info,3 days
Mumbai,2025-01-04,High,Infrastructure issues,Hyderabad to Delhi,No Info,Indefinite
Pune,2025-02-12,Moderate,Health advisory,Hyderabad to Delhi,Follow local guidelines,1 day
Chennai,2025-01-30,Moderate,Weather,Mumbai to Delhi,Monitor local news,1 day
Bangalore,2025-05-28,High,Political unrest,Kolkata to Mumbai,Check with airlines,3 days
Hyderabad,2025-06-28,Severe,Weather,Chennai to Bangalore,Check with airlines,3 days
Pune,2025-03-05,High,Security concerns,Pune to Delhi,Monitor local news,1 week
Delhi,2025-04-03,High,Infrastructure issues,Kolkata to Chennai,Monitor local news,Indefinite
Pune,2025-06-10,High,Health advisory,Mumbai to Bangalore,Follow local guidelines,3 days
Jaipur,2025-04-26,Moderate,Infrastructure issues,Delhi to Bangalore,Avoid non-essential travel,1 day
Hyderabad,2025-04-05,Severe,Health advisory,Mumbai to Bangalore,Monitor local news,3 days
Chennai,2025-07-08,High,Weather,Chennai to Kolkata,Monitor local news,1 day
Pune,2024-09-03,Low,Security concerns,Jaipur to Pune,Follow local guidelines,Indefinite
Pune,2024-12-09,Low,Weather,Mumbai to Pune,Follow local guidelines,Indefinite
Kolkata,2024-10-06,Low,Political unrest,Chennai to Hyderabad,Check with airlines,3 days
Delhi,2025-08-11,Low,Political unrest,Bangalore to Hyderabad,Check with airlines,1 day
Hyderabad,2025-06-10,Moderate,Health advisory,Kolkata to Hyderabad,No Info,3 days
Kolkata,2025-03-01,Moderate,Weather,Mumbai to Hyderabad,No Info,3 days
Chennai,2025-08-24,Low,Political unrest,Mumbai to Delhi,Follow local guidelines,3 days
Delhi,2025-06-15,Low,Weather,Pune to Chennai,Monitor local news,3 days
Hyderabad,2025-02-13,Moderate,Infrastructure issues,Mumbai to Bangalore,Check with airlines,1 week
Bangalore,2025-06-22,High,Political unrest,Jaipur to Chennai,Follow local guidelines,1 week
Hyderabad,2025-01-23,Low,Security concerns,Jaipur to Bangalore,Check with airlines,1 week
Delhi,2025-02-06,Severe,Security concerns,Jaipur to Mumbai,Avoid non-essential travel,Indefinite
Kolkata,2024-11-06,Low,Political unrest,Kolkata to Bangalore,Check with airlines,1 day
Hyderabad,2024-11-17,High,Security concerns,Pune to Bangalore,Avoid non-essential travel,Indefinite
Bangalore,2024-12-20,Moderate,Security concerns,Kolkata to Pune,Avoid non-essential travel,Indefinite
Bangalore,2025-02-12,Moderate,Weather,Chennai to Delhi,No Info,3 days
Mumbai,2024-09-02,Low,Political unrest,Hyderabad to Mumbai,Follow local guidelines,1 week
Hyderabad,2024-12-27,Moderate,Political unrest,Pune to Jaipur,Avoid non-essential travel,Indefinite
Pune,2025-06-10,Moderate,Political unrest,Kolkata to Jaipur,Follow local guidelines,3 days
Mumbai,2024-10-05,Low,Health advisory,Hyderabad to Bangalore,Monitor local news,3 days
Chennai,2025-08-11,Low,Health advisory,Chennai to Jaipur,Avoid non-essential travel,3 days
Bangalore,2024-10-15,Severe,Security concerns,Hyderabad to Bangalore,Avoid non-essential travel,1 day
Mumbai,2025-06-10,Moderate,Political unrest,Delhi to Hyderabad,Monitor local news,3 days
Hyderabad,2025-07-29,Severe,Security concerns,Kolkata to Jaipur,Check with airlines,3 days
Jaipur,2025-06-20,Severe,Weather,Jaipur to Hyderabad,Monitor local news,1 week
Mumbai,2025-07-05,Severe,Infrastructure issues,Chennai to Mumbai,Check with airlines,1 day
Hyderabad,2025-02-24,High,Weather,Bangalore to Chennai,Avoid non-essential travel,1 day
Chennai,2024-12-23,Moderate,Political unrest,Pune to Bangalore,No Info,1 week
Chennai,2024-11-03,Severe,Health advisory,Mumbai to Hyderabad,Monitor local news,1 week
Kolkata,2024-09-26,High,Infrastructure issues,Pune to Delhi,Avoid non-essential travel,1 week
Pune,2025-01-14,Severe,Infrastructure issues,Kolkata to Bangalore,Follow local guidelines,Indefinite
Kolkata,2025-06-06,Low,Political unrest,Pune to Jaipur,Monitor local news,Indefinite
Delhi,2024-11-27,High,Security concerns,Jaipur to Pune,No Info,1 day
Jaipur,2025-06-03,High,Health advisory,Mumbai to Chennai,Follow local guidelines,Indefinite
Delhi,2024-11-11,Low,Health advisory,Kolkata to Bangalore,No Info,1 day
Pune,2024-11-02,Severe,Security concerns,Bangalore to Chennai,Monitor local news,1 day
Pune,2024-12-22,High,Security concerns,Hyderabad to Delhi,Follow local guidelines,Indefinite
Bangalore,2024-09-23,Low,Political unrest,Bangalore to Pune,No Info,1 week
Delhi,2025-04-10,Severe,Weather,Pune to Delhi,Follow local guidelines,1 week
Bangalore,2025-08-11,Low,Weather,Chennai to Jaipur,Follow local guidelines,3 days
Hyderabad,2025-02-27,Severe,Political unrest,Pune to Jaipur,No Info,Indefinite
Pune,2024-10-01,Moderate,Security concerns,Hyderabad to Pune,No Info,3 days
Hyderabad,2024-09-30,Severe,Political unrest,Delhi to Mumbai,Follow local guidelines,3 days
Bangalore,2025-03-21,High,Health advisory,Pune to Bangalore,Avoid non-essential travel,1 day
Pune,2024-09-01,Low,Political unrest,Bangalore to Chennai,Avoid non-essential travel,3 days
Chennai,2025-08-21,Moderate,Political unrest,Delhi to Kolkata,No Info,1 week
Jaipur,2025-07-22,Low,Weather,Hyderabad to Bangalore,Check with airlines,1 day
Pune,2024-10-24,Moderate,Health advisory,Kolkata to Pune,Check with airlines,Indefinite
Hyderabad,2025-07-06,Severe,Infrastructure issues,Jaipur to Pune,No Info,Indefinite
Delhi,2024-11-21,Severe,Weather,Delhi to Hyderabad,Avoid non-essential travel,Indefinite
Chennai,2025-02-05,Moderate,Political unrest,Mumbai to Hyderabad,Follow local guidelines,3 days
Mumbai,2025-03-27,Low,Health advisory,Mumbai to Hyderabad,Follow local guidelines,1 day
Pune,2025-01-07,Moderate,Political unrest,Hyderabad to Pune,Follow local guidelines,3 days
Jaipur,2024-12-15,Severe,Security concerns,Pune to Chennai,Follow local guidelines,Indefinite
Mumbai,2025-07-29,Severe,Political unrest,Delhi to Mumbai,Check with airlines,Indefinite
Delhi,2025-05-30,High,Political unrest,Chennai to Hyderabad,Check with airlines,Indefinite
Pune,2024-10-23,Low,Health advisory,Pune to Bangalore,No Info,1 week
Jaipur,2025-06-14,Low,Weather,Kolkata to Pune,Check with airlines,1 day
Jaipur,2025-03-18,High,Health advisory,Chennai to Pune,Follow local guidelines,1 week
Jaipur,2025-05-07,High,Security concerns,Jaipur to Hyderabad,Monitor local news,1 week
Pune,2025-07-31,Moderate,Weather,Bangalore to Mumbai,Check with airlines,Indefinite
Pune,2024-10-06,High,Weather,Mumbai to Delhi,Follow local guidelines,1 week
Jaipur,2025-05-13,Moderate,Weather,Mumbai to Pune,No Info,1 week
Delhi,2025-03-14,Low,Political unrest,Bangalore to Mumbai,No Info,Indefinite
Hyderabad,2025-07-07,Severe,Weather,Jaipur to Bangalore,Monitor local news,1 week
Hyderabad,2025-08-04,Low,Security concerns,Pune to Jaipur,Follow local guidelines,3 days
Kolkata,2025-02-02,High,Infrastructure issues,Kolkata to Chennai,Avoid non-essential travel,1 day
