Hotel_Name,City,Check_In_Date,Room_Type,Price_Per_Night,Availability_Status,Additional_Info,Check_Out_Date,Total_Nights
Royal Palace,Delhi,2025-05-15,Single,14043,Available,Pool Access Included,2025-05-19,4
City Inn,Mumbai,2025-07-02,Single,13761,Fully Booked,Airport Shuttle,2025-07-11,9
Mountain Lodge,Mumbai,2025-08-07,Deluxe,2414,Available,No Info,2025-08-10,3
Mountain Lodge,Jaipur,2025-04-22,Single,3428,Available,Airport Shuttle,2025-04-25,3
City Inn,Jaipur,2025-04-09,Suite,6930,Available,No Info,2025-04-18,9
Royal Palace,Pune,2025-08-06,Single,14125,Available,Pool Access Included,2025-08-16,10
Mountain Lodge,Mumbai,2025-06-15,Double,14884,Fully Booked,No Info,2025-06-20,5
Royal Palace,Hyderabad,2025-03-15,Single,8052,Fully Booked,Airport Shuttle,2025-03-21,6
The Luxe,Delhi,2025-05-09,Double,4507,Available,Breakfast Included,2025-05-14,5
Hotel Grand,Hyderabad,2025-04-24,Single,2840,Fully Booked,Airport Shuttle,2025-05-01,7
Royal Palace,Kolkata,2024-10-25,Double,2325,Fully Booked,Free Wi-Fi,2024-10-31,6
City Inn,Chennai,2024-11-20,Double,8991,Available,Free Wi-Fi,2024-11-26,6
Comfort Stay,Chennai,2025-04-23,Suite,3644,Fully Booked,Breakfast Included,2025-05-01,8
Mountain Lodge,Kolkata,2025-01-22,Suite,5955,Available,Free Wi-Fi,2025-01-23,1
Hotel Grand,Hyderabad,2025-08-02,Single,5310,Available,Airport Shuttle,2025-08-05,3
Ocean View,Hyderabad,2024-12-14,Deluxe,5995,Available,No Info,2024-12-23,9
Royal Palace,Mumbai,2024-11-21,Deluxe,7188,Fully Booked,Airport Shuttle,2024-11-29,8
City Inn,Bangalore,2024-09-29,Single,6740,Available,Airport Shuttle,2024-09-30,1
Mountain Lodge,Chennai,2025-01-02,Deluxe,2803,Available,Free Wi-Fi,2025-01-03,1
Hotel Grand,Kolkata,2025-04-22,Single,12608,Fully Booked,Breakfast Included,2025-04-23,1
The Luxe,Bangalore,2025-04-25,Double,14140,Available,Airport Shuttle,2025-05-05,10
Mountain Lodge,Delhi,2024-09-08,Single,6342,Available,Pool Access Included,2024-09-11,3
Ocean View,Mumbai,2025-05-10,Deluxe,11320,Available,Breakfast Included,2025-05-19,9
Ocean View,Hyderabad,2024-10-31,Double,12395,Available,Pool Access Included,2024-11-08,8
Royal Palace,Bangalore,2024-10-14,Double,8478,Available,Airport Shuttle,2024-10-23,9
The Luxe,Kolkata,2024-12-22,Double,12194,Available,Airport Shuttle,2024-12-30,8
City Inn,Delhi,2025-06-17,Single,9838,Fully Booked,No Info,2025-06-23,6
City Inn,Pune,2025-06-25,Suite,3105,Available,Free Wi-Fi,2025-06-27,2
Ocean View,Bangalore,2025-05-12,Suite,7111,Fully Booked,Free Wi-Fi,2025-05-15,3
The Luxe,Chennai,2025-05-27,Suite,13065,Available,Airport Shuttle,2025-06-02,6
Royal Palace,Hyderabad,2024-09-23,Double,4407,Available,Breakfast Included,2024-09-24,1
Royal Palace,Delhi,2025-07-27,Single,2266,Available,Free Wi-Fi,2025-08-05,9
Hotel Grand,Hyderabad,2025-01-10,Deluxe,14804,Fully Booked,Pool Access Included,2025-01-13,3
City Inn,Chennai,2025-08-03,Single,3857,Available,Pool Access Included,2025-08-11,8
Comfort Stay,Hyderabad,2025-07-10,Deluxe,3422,Fully Booked,Airport Shuttle,2025-07-11,1
The Luxe,Jaipur,2024-10-06,Suite,12653,Fully Booked,Free Wi-Fi,2024-10-10,4
City Inn,Jaipur,2024-12-14,Deluxe,9934,Fully Booked,Airport Shuttle,2024-12-17,3
Ocean View,Jaipur,2025-02-19,Double,13274,Fully Booked,Breakfast Included,2025-02-21,2
Ocean View,Kolkata,2024-09-04,Suite,2078,Available,No Info,2024-09-13,9
Ocean View,Jaipur,2025-04-02,Deluxe,2168,Available,No Info,2025-04-04,2
Comfort Stay,Bangalore,2024-10-14,Single,6879,Fully Booked,Pool Access Included,2024-10-16,2
The Luxe,Mumbai,2025-02-17,Deluxe,6023,Available,Free Wi-Fi,2025-02-25,8
Royal Palace,Mumbai,2025-03-28,Double,12477,Available,Airport Shuttle,2025-03-30,2
Ocean View,Bangalore,2025-01-17,Double,4108,Fully Booked,Breakfast Included,2025-01-25,8
Hotel Grand,Hyderabad,2025-05-24,Suite,2169,Available,Breakfast Included,2025-06-01,8
Comfort Stay,Mumbai,2025-02-05,Deluxe,7864,Fully Booked,No Info,2025-02-09,4
The Luxe,Pune,2025-03-11,Deluxe,5181,Fully Booked,Breakfast Included,2025-03-17,6
Mountain Lodge,Mumbai,2025-06-02,Suite,2174,Available,Airport Shuttle,2025-06-09,7
The Luxe,Kolkata,2024-10-19,Suite,11685,Fully Booked,Free Wi-Fi,2024-10-24,5
Ocean View,Mumbai,2025-08-20,Double,4012,Fully Booked,Pool Access Included,2025-08-30,10
Comfort Stay,Mumbai,2024-11-09,Double,8054,Fully Booked,Airport Shuttle,2024-11-10,1
Royal Palace,Kolkata,2024-10-11,Double,12176,Available,Pool Access Included,2024-10-12,1
Comfort Stay,Chennai,2024-10-16,Suite,10070,Available,Free Wi-Fi,2024-10-18,2
Mountain Lodge,Chennai,2025-09-01,Suite,10160,Available,Free Wi-Fi,2025-09-02,1
Comfort Stay,Mumbai,2025-01-29,Single,10785,Available,Breakfast Included,2025-01-30,1
The Luxe,Kolkata,2025-08-15,Single,7282,Fully Booked,Free Wi-Fi,2025-08-19,4
Ocean View,Hyderabad,2025-08-01,Suite,6041,Fully Booked,No Info,2025-08-09,8
Ocean View,Kolkata,2025-02-21,Double,4353,Fully Booked,Airport Shuttle,2025-02-24,3
Comfort Stay,Chennai,2025-03-10,Double,8455,Available,Free Wi-Fi,2025-03-11,1
City Inn,Hyderabad,2025-06-30,Suite,11296,Available,No Info,2025-07-04,4
Hotel Grand,Bangalore,2025-03-09,Suite,7631,Available,No Info,2025-03-15,6
City Inn,Hyderabad,2025-06-07,Suite,9107,Available,Free Wi-Fi,2025-06-12,5
The Luxe,Hyderabad,2024-09-24,Single,2409,Available,Pool Access Included,2024-09-29,5
Mountain Lodge,Pune,2024-12-21,Double,13987,Available,Airport Shuttle,2024-12-25,4
Mountain Lodge,Jaipur,2025-07-01,Single,3853,Fully Booked,No Info,2025-07-03,2
Mountain Lodge,Chennai,2024-12-16,Deluxe,11447,Available,Pool Access Included,2024-12-25,9
Royal Palace,Kolkata,2024-09-04,Single,3211,Available,Airport Shuttle,2024-09-09,5
Mountain Lodge,Jaipur,2025-06-25,Single,11963,Fully Booked,Airport Shuttle,2025-06-30,5
City Inn,Kolkata,2024-09-13,Deluxe,6994,Fully Booked,No Info,2024-09-15,2
City Inn,Kolkata,2024-09-05,Double,13877,Fully Booked,No Info,2024-09-13,8
The Luxe,Delhi,2025-03-24,Single,6187,Available,Airport Shuttle,2025-03-27,3
Mountain Lodge,Delhi,2024-12-17,Deluxe,10069,Available,Pool Access Included,2024-12-18,1
Comfort Stay,Delhi,2025-08-28,Deluxe,11331,Fully Booked,Airport Shuttle,2025-08-31,3
Comfort Stay,Chennai,2025-05-14,Double,11766,Fully Booked,Pool Access Included,2025-05-18,4
City Inn,Mumbai,2024-10-08,Deluxe,11982,Available,No Info,2024-10-16,8
The Luxe,Chennai,2025-03-19,Double,5401,Fully Booked,Free Wi-Fi,2025-03-22,3
Royal Palace,Chennai,2025-07-31,Suite,14749,Available,Pool Access Included,2025-08-04,4
Royal Palace,Jaipur,2025-02-04,Double,13782,Available,Pool Access Included,2025-02-09,5
City Inn,Bangalore,2025-07-13,Deluxe,5706,Available,No Info,2025-07-14,1
The Luxe,Mumbai,2025-02-16,Double,8726,Available,Airport Shuttle,2025-02-18,2
City Inn,Pune,2024-12-11,Double,4617,Fully Booked,Breakfast Included,2024-12-18,7
Mountain Lodge,Pune,2025-06-04,Deluxe,2689,Fully Booked,Breakfast Included,2025-06-08,4
Hotel Grand,Delhi,2025-06-08,Double,8427,Available,No Info,2025-06-10,2
Ocean View,Delhi,2025-06-05,Double,13204,Available,Breakfast Included,2025-06-08,3
Mountain Lodge,Delhi,2024-11-05,Single,3234,Fully Booked,Breakfast Included,2024-11-10,5
Mountain Lodge,Pune,2025-07-03,Deluxe,7050,Fully Booked,Free Wi-Fi,2025-07-04,1
City Inn,Mumbai,2025-03-05,Deluxe,9634,Fully Booked,Breakfast Included,2025-03-13,8
Royal Palace,Hyderabad,2024-09-15,Single,13475,Fully Booked,Free Wi-Fi,2024-09-20,5
Comfort Stay,Pune,2025-06-07,Single,3674,Available,Pool Access Included,2025-06-08,1
The Luxe,Pune,2025-04-04,Suite,13175,Fully Booked,Breakfast Included,2025-04-14,10
City Inn,Jaipur,2025-03-22,Deluxe,10122,Fully Booked,Airport Shuttle,2025-03-24,2
City Inn,Hyderabad,2025-04-20,Single,10200,Fully Booked,Breakfast Included,2025-04-25,5
Ocean View,Mumbai,2025-03-05,Double,7505,Available,Airport Shuttle,2025-03-07,2
The Luxe,Jaipur,2024-09-29,Deluxe,13822,Fully Booked,Free Wi-Fi,2024-10-07,8
Ocean View,Jaipur,2025-07-08,Double,2183,Fully Booked,Airport Shuttle,2025-07-15,7
Royal Palace,Pune,2025-08-22,Double,10414,Available,Free Wi-Fi,2025-08-23,1
City Inn,Mumbai,2025-03-24,Deluxe,13906,Available,Pool Access Included,2025-03-26,2
Comfort Stay,Jaipur,2025-01-08,Deluxe,2670,Available,Free Wi-Fi,2025-01-18,10
Ocean View,Pune,2025-03-19,Single,8044,Fully Booked,Breakfast Included,2025-03-29,10
Mountain Lodge,Bangalore,2025-07-27,Single,2366,Fully Booked,Free Wi-Fi,2025-08-05,9
Mountain Lodge,Bangalore,2025-03-05,Suite,14957,Available,Airport Shuttle,2025-03-06,1
Ocean View,Hyderabad,2024-10-27,Double,3565,Fully Booked,Airport Shuttle,2024-10-29,2
City Inn,Jaipur,2024-12-01,Single,13414,Fully Booked,Airport Shuttle,2024-12-03,2
City Inn,Bangalore,2024-11-17,Single,13743,Fully Booked,Pool Access Included,2024-11-18,1
City Inn,Chennai,2025-05-06,Single,3554,Available,No Info,2025-05-16,10
Royal Palace,Mumbai,2025-04-16,Suite,8953,Fully Booked,Airport Shuttle,2025-04-24,8
Hotel Grand,Hyderabad,2024-11-22,Deluxe,5486,Available,Free Wi-Fi,2024-12-02,10
Ocean View,Hyderabad,2025-01-10,Double,8965,Fully Booked,Breakfast Included,2025-01-16,6
The Luxe,Bangalore,2024-10-28,Suite,10554,Fully Booked,Free Wi-Fi,2024-11-02,5
Royal Palace,Chennai,2025-01-31,Suite,10065,Available,Airport Shuttle,2025-02-08,8
Comfort Stay,Pune,2025-01-01,Deluxe,5267,Fully Booked,Pool Access Included,2025-01-07,6
City Inn,Mumbai,2024-09-09,Single,5839,Available,Free Wi-Fi,2024-09-10,1
Hotel Grand,Kolkata,2024-11-18,Deluxe,2880,Fully Booked,Airport Shuttle,2024-11-22,4
Mountain Lodge,Hyderabad,2024-09-23,Single,10529,Available,Breakfast Included,2024-09-30,7
City Inn,Mumbai,2025-01-20,Suite,11945,Available,Pool Access Included,2025-01-30,10
Hotel Grand,Chennai,2025-02-07,Single,6067,Fully Booked,Breakfast Included,2025-02-09,2
Mountain Lodge,Mumbai,2024-10-23,Double,4214,Fully Booked,Pool Access Included,2024-10-31,8
Comfort Stay,Hyderabad,2025-07-23,Suite,2786,Available,Breakfast Included,2025-07-26,3
Ocean View,Bangalore,2024-12-25,Deluxe,4041,Fully Booked,Pool Access Included,2024-12-30,5
Royal Palace,Kolkata,2025-03-12,Suite,9724,Fully Booked,Breakfast Included,2025-03-16,4
The Luxe,Jaipur,2025-05-05,Suite,4456,Fully Booked,Free Wi-Fi,2025-05-15,10
Ocean View,Pune,2025-05-09,Suite,6708,Fully Booked,Free Wi-Fi,2025-05-11,2
City Inn,Jaipur,2025-02-24,Double,5540,Available,Free Wi-Fi,2025-03-05,9
Royal Palace,Mumbai,2025-02-24,Double,3886,Fully Booked,Pool Access Included,2025-02-28,4
City Inn,Jaipur,2025-04-06,Suite,12774,Fully Booked,Airport Shuttle,2025-04-10,4
Comfort Stay,Hyderabad,2025-01-07,Suite,9331,Fully Booked,Airport Shuttle,2025-01-17,10
City Inn,Pune,2025-04-18,Deluxe,8602,Available,Free Wi-Fi,2025-04-22,4
Hotel Grand,Chennai,2024-10-03,Suite,10628,Available,Airport Shuttle,2024-10-05,2
Ocean View,Jaipur,2025-05-08,Double,8531,Available,No Info,2025-05-12,4
Hotel Grand,Jaipur,2025-05-22,Suite,3253,Available,Breakfast Included,2025-05-24,2
Mountain Lodge,Hyderabad,2025-02-09,Single,13140,Available,Free Wi-Fi,2025-02-11,2
Comfort Stay,Mumbai,2024-10-06,Double,13236,Available,No Info,2024-10-11,5
Hotel Grand,Jaipur,2024-12-04,Double,2317,Available,Breakfast Included,2024-12-10,6
Comfort Stay,Delhi,2024-11-12,Double,8713,Available,Breakfast Included,2024-11-18,6
Royal Palace,Delhi,2025-01-17,Double,2078,Fully Booked,Airport Shuttle,2025-01-25,8
Mountain Lodge,Chennai,2025-02-27,Deluxe,10194,Available,No Info,2025-03-04,5
City Inn,Mumbai,2025-06-29,Double,4058,Fully Booked,No Info,2025-07-01,2
Hotel Grand,Delhi,2025-02-21,Single,8403,Fully Booked,No Info,2025-03-01,8
Ocean View,Jaipur,2025-04-09,Double,9073,Available,Free Wi-Fi,2025-04-11,2
City Inn,Bangalore,2024-11-05,Single,3565,Fully Booked,Airport Shuttle,2024-11-09,4
Comfort Stay,Pune,2024-09-11,Double,11181,Fully Booked,Breakfast Included,2024-09-13,2
Ocean View,Kolkata,2024-10-07,Suite,12893,Fully Booked,Free Wi-Fi,2024-10-11,4
Mountain Lodge,Pune,2025-04-20,Double,7197,Available,Breakfast Included,2025-04-22,2
Mountain Lodge,Delhi,2024-11-05,Double,13325,Fully Booked,No Info,2024-11-07,2
Royal Palace,Pune,2024-11-25,Deluxe,12652,Fully Booked,Pool Access Included,2024-11-28,3
Royal Palace,Kolkata,2025-08-09,Deluxe,2502,Fully Booked,Breakfast Included,2025-08-17,8
Hotel Grand,Kolkata,2024-10-03,Double,14334,Available,Airport Shuttle,2024-10-10,7
City Inn,Jaipur,2025-05-13,Deluxe,2417,Available,Free Wi-Fi,2025-05-15,2
City Inn,Pune,2025-01-25,Deluxe,14358,Available,Breakfast Included,2025-01-30,5
Comfort Stay,Delhi,2025-05-24,Suite,9354,Fully Booked,Airport Shuttle,2025-05-29,5
Comfort Stay,Kolkata,2025-03-07,Suite,8797,Available,Free Wi-Fi,2025-03-14,7
City Inn,Delhi,2024-09-01,Single,5613,Available,No Info,2024-09-11,10
Ocean View,Mumbai,2025-07-06,Double,4175,Available,No Info,2025-07-08,2
Hotel Grand,Hyderabad,2025-07-16,Deluxe,5931,Fully Booked,Pool Access Included,2025-07-21,5
Hotel Grand,Hyderabad,2025-06-09,Deluxe,2602,Available,No Info,2025-06-12,3
Ocean View,Kolkata,2025-01-18,Deluxe,6820,Available,Breakfast Included,2025-01-28,10
Hotel Grand,Bangalore,2025-06-10,Double,11317,Available,Breakfast Included,2025-06-14,4
Ocean View,Mumbai,2025-04-15,Single,7536,Available,Pool Access Included,2025-04-25,10
Comfort Stay,Chennai,2025-04-30,Single,8039,Available,No Info,2025-05-03,3
City Inn,Jaipur,2025-05-24,Single,11317,Fully Booked,Free Wi-Fi,2025-05-31,7
Comfort Stay,Kolkata,2024-11-08,Single,2242,Fully Booked,Pool Access Included,2024-11-12,4
Comfort Stay,Mumbai,2024-12-04,Double,12173,Available,No Info,2024-12-09,5
Mountain Lodge,Mumbai,2025-04-07,Double,9206,Available,Pool Access Included,2025-04-08,1
Royal Palace,Mumbai,2024-12-13,Suite,2375,Fully Booked,Free Wi-Fi,2024-12-18,5
Ocean View,Mumbai,2024-11-07,Suite,3310,Fully Booked,Airport Shuttle,2024-11-09,2
City Inn,Hyderabad,2025-09-01,Suite,4008,Available,Free Wi-Fi,2025-09-11,10
The Luxe,Pune,2024-10-09,Suite,3915,Available,Airport Shuttle,2024-10-18,9
The Luxe,Bangalore,2025-06-27,Suite,4089,Fully Booked,Free Wi-Fi,2025-06-29,2
The Luxe,Mumbai,2025-07-15,Double,5193,Fully Booked,Airport Shuttle,2025-07-21,6
Comfort Stay,Kolkata,2025-03-01,Single,14667,Available,Airport Shuttle,2025-03-04,3
Royal Palace,Chennai,2025-04-28,Deluxe,4448,Available,No Info,2025-05-04,6
Mountain Lodge,Jaipur,2024-12-01,Single,10207,Available,Breakfast Included,2024-12-10,9
Ocean View,Jaipur,2025-01-18,Single,10238,Available,Breakfast Included,2025-01-26,8
City Inn,Hyderabad,2024-09-27,Suite,14872,Available,No Info,2024-10-03,6
The Luxe,Mumbai,2025-05-31,Single,2194,Fully Booked,Pool Access Included,2025-06-06,6
Royal Palace,Delhi,2024-10-06,Double,9086,Fully Booked,Breakfast Included,2024-10-07,1
Hotel Grand,Hyderabad,2025-05-04,Deluxe,7146,Fully Booked,No Info,2025-05-08,4
Mountain Lodge,Hyderabad,2025-07-15,Double,2686,Available,Airport Shuttle,2025-07-24,9
City Inn,Jaipur,2025-08-20,Double,12173,Available,Breakfast Included,2025-08-29,9
Ocean View,Kolkata,2025-02-15,Double,8703,Fully Booked,Free Wi-Fi,2025-02-20,5
Royal Palace,Delhi,2024-12-13,Deluxe,9228,Fully Booked,Airport Shuttle,2024-12-15,2
Comfort Stay,Kolkata,2025-01-30,Single,12701,Fully Booked,No Info,2025-02-02,3
City Inn,Hyderabad,2025-01-12,Suite,3176,Fully Booked,Free Wi-Fi,2025-01-15,3
The Luxe,Delhi,2025-04-11,Double,11781,Available,Free Wi-Fi,2025-04-12,1
The Luxe,Chennai,2025-08-28,Deluxe,13207,Available,No Info,2025-09-05,8
The Luxe,Chennai,2025-05-28,Double,9245,Available,Breakfast Included,2025-05-29,1
Ocean View,Mumbai,2024-09-09,Single,10466,Available,Airport Shuttle,2024-09-18,9
Hotel Grand,Bangalore,2024-10-29,Single,12135,Fully Booked,Pool Access Included,2024-11-03,5
The Luxe,Jaipur,2024-11-19,Double,13787,Fully Booked,Airport Shuttle,2024-11-27,8
Hotel Grand,Delhi,2024-11-03,Deluxe,8995,Available,No Info,2024-11-04,1
The Luxe,Chennai,2024-12-18,Single,10390,Fully Booked,No Info,2024-12-22,4
Royal Palace,Kolkata,2025-01-07,Deluxe,14240,Fully Booked,No Info,2025-01-14,7
Mountain Lodge,Hyderabad,2025-05-20,Single,12083,Available,Airport Shuttle,2025-05-30,10
City Inn,Mumbai,2025-02-01,Single,4261,Available,No Info,2025-02-07,6
Ocean View,Mumbai,2025-01-09,Deluxe,10024,Available,Breakfast Included,2025-01-13,4
Mountain Lodge,Bangalore,2024-11-27,Single,4725,Available,Breakfast Included,2024-12-07,10
Hotel Grand,Bangalore,2024-09-14,Double,9175,Available,Airport Shuttle,2024-09-22,8
Royal Palace,Mumbai,2025-08-16,Single,10784,Available,Pool Access Included,2025-08-19,3
The Luxe,Hyderabad,2024-12-18,Single,13456,Fully Booked,Pool Access Included,2024-12-28,10
The Luxe,Mumbai,2024-12-20,Deluxe,4622,Available,Pool Access Included,2024-12-29,9
The Luxe,Chennai,2024-09-22,Suite,12745,Fully Booked,Airport Shuttle,2024-09-27,5
City Inn,Bangalore,2024-11-23,Double,14329,Fully Booked,Breakfast Included,2024-11-25,2
Mountain Lodge,Bangalore,2024-11-15,Suite,6340,Fully Booked,Airport Shuttle,2024-11-17,2
Comfort Stay,Bangalore,2024-10-03,Double,6233,Available,Free Wi-Fi,2024-10-08,5
Comfort Stay,Bangalore,2024-09-01,Double,10915,Available,Pool Access Included,2024-09-04,3
Royal Palace,Mumbai,2024-12-15,Deluxe,5138,Fully Booked,Free Wi-Fi,2024-12-25,10
The Luxe,Chennai,2025-02-07,Single,7268,Fully Booked,Free Wi-Fi,2025-02-16,9
Ocean View,Pune,2025-08-02,Deluxe,5334,Fully Booked,No Info,2025-08-05,3
Mountain Lodge,Chennai,2025-04-14,Single,14894,Available,No Info,2025-04-19,5
The Luxe,Kolkata,2024-09-15,Deluxe,3656,Available,No Info,2024-09-24,9
Comfort Stay,Bangalore,2025-05-14,Deluxe,12233,Fully Booked,Airport Shuttle,2025-05-19,5
The Luxe,Jaipur,2024-10-10,Double,3988,Fully Booked,Airport Shuttle,2024-10-13,3
Hotel Grand,Kolkata,2025-06-28,Deluxe,13569,Available,Pool Access Included,2025-07-08,10
Ocean View,Bangalore,2024-10-08,Suite,12290,Fully Booked,Free Wi-Fi,2024-10-13,5
Royal Palace,Chennai,2025-04-03,Deluxe,12082,Available,No Info,2025-04-08,5
Comfort Stay,Pune,2025-06-17,Single,8543,Available,Free Wi-Fi,2025-06-27,10
Mountain Lodge,Hyderabad,2025-03-08,Single,11860,Fully Booked,Airport Shuttle,2025-03-18,10
Comfort Stay,Jaipur,2024-09-21,Double,9701,Available,Free Wi-Fi,2024-10-01,10
Hotel Grand,Chennai,2024-12-27,Single,5989,Available,Free Wi-Fi,2024-12-28,1
The Luxe,Kolkata,2025-08-02,Double,13053,Fully Booked,Free Wi-Fi,2025-08-06,4
Hotel Grand,Jaipur,2024-10-16,Suite,12090,Available,Breakfast Included,2024-10-19,3
Ocean View,Delhi,2025-03-25,Suite,10617,Available,No Info,2025-03-30,5
Hotel Grand,Kolkata,2024-12-20,Double,9072,Available,Airport Shuttle,2024-12-24,4
Royal Palace,Pune,2025-08-22,Deluxe,14235,Available,No Info,2025-09-01,10
Comfort Stay,Chennai,2025-06-28,Single,6892,Available,Pool Access Included,2025-07-07,9
Hotel Grand,Jaipur,2024-12-29,Double,11073,Available,Breakfast Included,2025-01-01,3
Mountain Lodge,Kolkata,2025-08-31,Suite,11663,Fully Booked,Breakfast Included,2025-09-02,2
Royal Palace,Chennai,2025-08-05,Suite,6615,Available,Breakfast Included,2025-08-09,4
Ocean View,Hyderabad,2024-12-22,Deluxe,4711,Available,Pool Access Included,2024-12-26,4
Ocean View,Chennai,2025-08-02,Double,11351,Available,Breakfast Included,2025-08-09,7
The Luxe,Delhi,2025-08-21,Double,12034,Available,Breakfast Included,2025-08-28,7
Royal Palace,Delhi,2025-01-13,Double,13772,Fully Booked,Pool Access Included,2025-01-15,2
The Luxe,Kolkata,2025-05-07,Double,9125,Fully Booked,Airport Shuttle,2025-05-15,8
Hotel Grand,Chennai,2025-03-03,Double,2601,Fully Booked,Breakfast Included,2025-03-04,1
The Luxe,Bangalore,2025-01-07,Deluxe,2290,Fully Booked,No Info,2025-01-16,9
Mountain Lodge,Mumbai,2024-12-25,Double,11083,Fully Booked,Pool Access Included,2024-12-31,6
Ocean View,Delhi,2024-12-11,Deluxe,6245,Available,Free Wi-Fi,2024-12-17,6
City Inn,Mumbai,2024-09-28,Deluxe,14258,Fully Booked,No Info,2024-09-29,1
City Inn,Chennai,2024-09-02,Deluxe,7439,Fully Booked,Airport Shuttle,2024-09-04,2
Ocean View,Bangalore,2024-12-18,Single,4207,Fully Booked,Breakfast Included,2024-12-22,4
City Inn,Mumbai,2024-11-15,Deluxe,13490,Fully Booked,Airport Shuttle,2024-11-24,9
City Inn,Pune,2025-07-07,Deluxe,12154,Fully Booked,Pool Access Included,2025-07-15,8
The Luxe,Delhi,2024-12-01,Double,10531,Fully Booked,Breakfast Included,2024-12-04,3
Royal Palace,Hyderabad,2025-05-05,Single,13766,Fully Booked,Airport Shuttle,2025-05-11,6
Hotel Grand,Bangalore,2025-07-29,Single,14988,Available,No Info,2025-08-04,6
Mountain Lodge,Chennai,2025-08-22,Suite,2907,Fully Booked,No Info,2025-08-26,4
Royal Palace,Bangalore,2024-09-26,Double,4678,Fully Booked,Pool Access Included,2024-10-01,5
Ocean View,Hyderabad,2024-12-01,Suite,6953,Available,Free Wi-Fi,2024-12-02,1
The Luxe,Bangalore,2025-03-08,Suite,6904,Fully Booked,Breakfast Included,2025-03-11,3
The Luxe,Pune,2024-09-07,Single,3550,Available,Pool Access Included,2024-09-14,7
Comfort Stay,Chennai,2024-10-21,Single,3470,Available,Breakfast Included,2024-10-30,9
Ocean View,Delhi,2025-07-21,Deluxe,11576,Available,Breakfast Included,2025-07-23,2
Hotel Grand,Pune,2024-11-08,Single,11432,Available,No Info,2024-11-15,7
City Inn,Mumbai,2025-03-19,Suite,8267,Fully Booked,Free Wi-Fi,2025-03-29,10
City Inn,Bangalore,2025-01-31,Suite,13187,Fully Booked,Breakfast Included,2025-02-01,1
City Inn,Chennai,2025-03-14,Deluxe,3296,Available,Pool Access Included,2025-03-16,2
Comfort Stay,Hyderabad,2025-04-19,Suite,5101,Available,Free Wi-Fi,2025-04-20,1
The Luxe,Hyderabad,2025-03-27,Single,14600,Fully Booked,No Info,2025-03-28,1
Hotel Grand,Jaipur,2025-06-10,Double,14616,Available,Breakfast Included,2025-06-19,9
Mountain Lodge,Pune,2025-08-09,Double,12276,Fully Booked,Pool Access Included,2025-08-14,5
Comfort Stay,Mumbai,2024-11-25,Single,13797,Available,No Info,2024-12-03,8
Royal Palace,Chennai,2024-09-24,Single,2225,Available,Breakfast Included,2024-09-29,5
Royal Palace,Pune,2025-06-01,Single,12698,Fully Booked,Breakfast Included,2025-06-05,4
